Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,Type,Start Time,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,Jump Count,Total Grit,Average Flow,Flagged,Average Elapsed Speed,Dirt Distance,Newly Explored Distance,Newly Explored Dirt Distance,Activity Count,Total Steps,Carbon Saved,Pool Length,Training Load,Intensity,Average Grade Adjusted Pace,Timer Time,Total Cycles,Recovery,With Pet,Competition,Long Run,For a Cause,Media
14409549229,"May 6, 2025, 9:11:52 PM",Evening Walk,Walk,,144,0.05,128.0,0,false,,,activities/15374455002.fit.gz,,,144.0,100.0,49.2,1.718,0.492,0.0,0.0,653.2,655.6,0.0,-4.9,,,,,128.0,120.0,,,11.0,,,0.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.342,0.0,,,,,,,,,,,,,,,,,""
14409549262,"May 6, 2025, 9:19:12 PM",Evening Run,Run,,2426,7.02,167.0,42,false,,,activities/15374454982.fit.gz,,,2426.0,2396.0,7024.7,4.906,2.932,32.8,49.0,601.2,648.8,6.0,0.0,,,,,167.0,146.0,,,406.0,,,42.0,,,,,,,,,,,,,0.0,,1.0,7056.6,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.896,6308.9,,,,,,,,,2.945,,,,,,,,""
14429295804,"May 7, 2025, 9:14:32 PM",Evening Run,Run,,1676,5.03,180.0,33,false,,,activities/15395256725.fit.gz,,,1676.0,1479.0,5035.2,9.656,3.404,35.8,35.8,611.1,647.5,5.0,0.0,,,,,180.0,150.0,,,279.0,,,33.0,,,,,,,,,,,,,0.0,,1.0,5065.3,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.004,5035.2,,,,,,,,,3.425,,,,,,,,""
14429295863,"May 7, 2025, 9:07:20 PM",Evening Walk,Walk,,352,0.58,125.0,1,false,,,activities/15395256764.fit.gz,,,352.0,321.0,583.4,3.523,1.818,0.0,3.4,647.3,652.3,2.2,-0.6,,,,,125.0,117.0,,,29.0,,,1.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.657,0.0,,,,,,,,,,,,,,,,,""
14482436124,"May 9, 2025, 9:42:25 PM",Evening Run,Run,,1333,4.01,177.0,37,false,,,activities/15451473684.fit.gz,,,1333.0,1327.0,4011.5,12.069,3.023,10.0,36.1,610.7,647.4,2.1,-0.6,,,,,177.0,154.0,,,216.0,,,37.0,,,,,,,,,,,,,0.0,,1.0,3971.7,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.009,4011.5,,,,,,,,,2.993,,,,,,,,""
14482436174,"May 9, 2025, 9:36:38 PM",Evening Walk,Walk,,282,0.47,133.0,1,false,,,activities/15451473700.fit.gz,,,282.0,261.0,474.9,3.538,1.82,0.0,0.0,647.3,648.7,2.3,0.1,,,,,133.0,128.0,,,24.0,,,1.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.684,0.0,,,,,,,,,,,,,,,,,""
14484620632,"May 14, 2025, 8:59:19 PM",Afternoon Run,Run,,2998,8.04,177.0,68,false,,,activities/15453795845.fit.gz,,,2998.0,2625.0,8042.5,9.884,3.064,48.1,48.0,602.9,648.9,5.0,0.0,,,,,177.0,154.0,,,476.0,,,68.0,,,,,,,,,,,,,0.0,,1.0,8085.4,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.683,5564.4,,,,,,,,,3.08,,,,,,,,""
14544287018,"May 16, 2025, 9:32:07 PM",Evening Run,Run,,2034,6.00,169.0,43,false,,,activities/15519273905.fit.gz,,,2034.0,2022.0,6003.7,8.727,2.969,37.6,39.0,609.5,648.8,5.0,0.0,,,,,169.0,149.0,,,350.0,,,43.0,,,,,,,,,,,,,0.0,,1.0,6032.8,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.952,5368.9,,,,,,,,,2.984,,,,,,,,""
14554943863,"May 20, 2025, 9:13:34 PM",Evening Walk,Walk,,233,0.69,109.0,0,false,,,activities/15530665629.fit.gz,,,233.0,233.0,698.2,11.895,2.997,3.9,6.8,647.9,655.6,4.3,-1.1,,,,,109.0,83.0,,,15.0,,,0.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.997,0.0,,,,,,,,,,,,,,,,,""
14554943885,"May 20, 2025, 9:17:52 PM",Evening Run,Run,,2940,8.05,171.0,56,false,,,activities/15530665610.fit.gz,,,2940.0,2616.0,8055.5,8.102,3.079,48.4,47.0,602.9,648.8,10.9,0.0,,,,,171.0,150.0,,,481.0,,,56.0,,,,,,,,,,,,,0.0,,1.0,8098.7,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.74,5634.0,,,,,,,,,3.096,,,,,,,,""
14564625316,"May 21, 2025, 9:23:29 PM",Evening Run,Run,,2065,6.03,168.0,37,false,,,activities/15541081336.fit.gz,,,2065.0,1806.0,6035.7,10.079,3.342,37.9,37.9,610.6,648.8,4.9,0.0,,,,,168.0,148.0,,,362.0,,,37.0,,,,,,,,,,,,,0.0,,1.0,6068.7,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.923,5245.8,,,,,,,,,3.36,,,,,,,,""
14624854997,"May 27, 2025, 8:51:49 PM",Afternoon Walk,Walk,,213,0.23,130.0,0,false,,,activities/15605958593.fit.gz,,,213.0,188.0,229.6,4.332,1.221,0.0,6.4,647.9,655.4,0.0,-3.3,,,,,130.0,114.0,,,14.0,,,0.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.078,0.0,,,,,,,,,,,,,,,,,""
14624855014,"May 27, 2025, 8:55:29 PM",Afternoon Run,Run,,3025,8.03,169.0,59,false,,,activities/15605958578.fit.gz,,,3025.0,2811.0,8038.2,8.636,2.86,49.4,49.5,602.9,648.8,5.4,0.0,,,,,169.0,148.0,,,494.0,,,59.0,,,,,,,,,,,,,0.0,,1.0,8070.4,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.657,6170.2,,,,,,,,,2.871,,,,,,,,""
14687333437,"May 28, 2025, 9:16:32 PM",Evening Walk,Walk,,179,0.21,90.0,0,false,,,activities/15673124351.fit.gz,,,179.0,179.0,212.8,2.517,1.189,0.0,5.6,648.0,654.9,-0.8,-3.2,,,,,90.0,85.0,,,12.0,,,0.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.189,0.0,,,,,,,,,,,,,,,,,""
14687333473,"May 28, 2025, 9:19:43 PM",Evening Run,Run,,2943,7.99,174.0,74,false,,,activities/15673124324.fit.gz,,,2943.0,2925.0,7993.1,12.059,2.733,44.4,48.0,602.9,648.8,9.0,0.0,,,,,174.0,153.0,,,491.0,,,74.0,,,,,,,,,,,,,0.0,,1.0,8023.8,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.716,6303.1,,,,,,,,,2.743,,,,,,,,""
14759396422,"Jun 3, 2025, 9:13:06 PM",Evening Walk,Walk,,337,0.56,133.0,1,false,,,activities/15750882605.fit.gz,,,337.0,288.0,567.8,6.611,1.971,10.6,0.0,623.9,634.9,4.0,1.9,,,,,133.0,125.0,,,29.0,,,1.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.685,567.8,,,,,,,,,,,,,,,,,""
14759396506,"Jun 3, 2025, 9:00:16 PM",Evening Run,Run,,727,1.79,162.0,14,false,,,activities/15750882696.fit.gz,,,727.0,656.0,1793.9,8.812,2.735,18.6,0.0,604.2,623.4,3.2,1.1,,,,,162.0,149.0,,,108.0,,,14.0,,,,,,,,,,,,,0.0,,1.0,1837.9,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.468,1793.9,,,,,,,,,2.802,,,,,,,,""
14759396532,"Jun 3, 2025, 8:27:46 PM",Afternoon Walk,Walk,,218,0.25,98.0,0,false,,,activities/15750882797.fit.gz,,,218.0,218.0,257.5,2.083,1.181,0.0,6.6,647.9,655.6,-0.6,-3.0,,,,,98.0,92.0,,,15.0,,,0.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.181,0.0,,,,,,,,,,,,,,,,,""
14759396563,"Jun 3, 2025, 8:31:34 PM",Afternoon Run,Run,,1678,4.59,163.0,32,false,,,activities/15750882771.fit.gz,,,1678.0,1675.0,4594.0,14.629,2.743,11.9,55.1,603.2,648.8,15.6,-1.0,,,,,163.0,146.0,,,256.0,,,32.0,,,,,,,,,,,,,0.0,,1.0,4557.7,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.738,2938.0,,,,,,,,,2.721,,,,,,,,""
14970910310,"Jun 28, 2025, 8:30:56 PM",Afternoon Run,Run,,1914,6.00,186.0,40,false,,,activities/15980799516.fit.gz,,,1914.0,1914.0,6007.0,0.0,3.138,0.0,0.0,0.0,0.0,0.0,0.0,,,,,186.0,161.0,,,349.0,,,40.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.138,0.0,,,,,,,,,,,,,,,,,""
14970985076,"Jul 1, 2025, 9:43:15 AM",Morning Run,Run,,473,1.50,155.0,2,false,,,activities/15980880945.fit.gz,,,473.0,473.0,1506.0,0.0,3.184,0.0,0.0,0.0,0.0,0.0,0.0,,,,,155.0,140.0,,,86.0,,,2.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.184,0.0,,,,,,,,,,,,,,,,,""
14971225846,"Jul 1, 2025, 9:51:18 AM",Morning Run,Run,,1645,5.01,171.0,18,false,,,activities/15981144151.fit.gz,,,1645.0,1645.0,5010.0,0.0,3.046,0.0,0.0,0.0,0.0,0.0,0.0,,,,,171.0,149.0,,,305.0,,,18.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.046,0.0,,,,,,,,,,,,,,,,,""
15003148705,"Jul 4, 2025, 10:31:17 AM",Morning Run,Run,,1445,5.04,190.0,16,false,,,activities/16016269919.fit.gz,,,1445.0,1445.0,5047.0,0.0,3.493,0.0,0.0,0.0,0.0,0.0,0.0,,,,,190.0,152.0,,,274.0,,,16.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.493,0.0,,,,,,,,,,,,,,,,,""
15120080514,"Jul 15, 2025, 10:12:05 AM",Morning Run,Run,,1861,6.01,,,false,,,activities/16144774848.fit.gz,,,1861.0,1861.0,6015.0,3.232,3.232,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,,21.0,,,,,,,,,,,,,,,,0.0,,1.0,6015.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.232,0.0,,,,,,,,,,,,,,,,,""
15143027492,"Jul 17, 2025, 10:31:20 AM",Morning Run,Run,,2371,8.11,176.0,17,false,,,activities/16169838094.fit.gz,,,2371.0,2371.0,8111.0,0.0,3.421,0.0,0.0,0.0,0.0,0.0,0.0,,,,,176.0,144.0,,,455.0,,,17.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.421,0.0,,,,,,,,,,,,,,,,,""
15153610036,"Jul 18, 2025, 10:26:14 AM",Morning Run,Run,,2412,8.00,177.0,23,false,,,activities/16181426274.fit.gz,,,2412.0,2412.0,8008.0,0.0,3.32,0.0,0.0,0.0,0.0,0.0,0.0,,,,,177.0,143.0,,,463.0,,,23.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.32,0.0,,,,,,,,,,,,,,,,,""
15185096899,"Jul 21, 2025, 10:14:17 AM",Morning Run,Run,,1516,5.00,159.0,14,false,,,activities/16216096953.fit.gz,,,1516.0,1516.0,5007.0,0.0,3.303,0.0,0.0,0.0,0.0,0.0,0.0,,,,,159.0,142.0,,,289.0,,,14.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.303,0.0,,,,,0.0,,,,,,,,,,,,""
15208288773,"Jul 23, 2025, 10:27:58 AM",Morning Run,Run,,2452,8.04,164.0,29,false,,,activities/16241112638.fit.gz,,,2452.0,2452.0,8042.0,0.0,3.28,0.0,0.0,0.0,0.0,0.0,0.0,,,,,164.0,146.0,,,464.0,,,29.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.28,0.0,,,,,0.0,,,,,,,,,,,,""
15219117673,"Jul 24, 2025, 10:26:12 AM",Morning Walk,Walk,,188,0.25,88.0,0,false,,,activities/16252679396.fit.gz,,,188.0,188.0,257.0,0.0,1.367,0.0,0.0,0.0,0.0,0.0,0.0,,,,,88.0,84.0,,,17.0,,,0.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.367,0.0,,,,,0.0,,,,,,,,,,,,""
15219466664,"Jul 24, 2025, 10:29:43 AM",Morning Run,Run,,1786,6.01,167.0,20,false,,,activities/16253049448.fit.gz,,,1786.0,1786.0,6016.0,0.0,3.368,0.0,0.0,0.0,0.0,0.0,0.0,,,,,167.0,146.0,,,347.0,,,20.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.368,0.0,,,,,0.0,,,,,,,,,,,,""
15230227324,"Jul 25, 2025, 10:42:47 AM",Morning Run,Run,,1511,5.01,166.0,17,false,,,activities/16264573214.fit.gz,,,1511.0,1511.0,5014.0,0.0,3.318,0.0,0.0,0.0,0.0,0.0,0.0,,,,,166.0,145.0,,,290.0,,,17.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.318,0.0,,,,,0.0,,,,,,,,,,,,""
15230449136,"Jul 25, 2025, 11:10:40 AM",Morning Walk,Walk,,1292,2.19,127.0,4,false,,,activities/16264808635.fit.gz,,,1292.0,1292.0,2189.0,0.0,1.694,0.0,0.0,0.0,0.0,0.0,0.0,,,,,127.0,120.0,,,106.0,,,4.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.694,0.0,,,,,0.0,,,,,,,,,,,,""
15273201246,"Jul 29, 2025, 10:34:18 AM",Morning Run,Run,,2431,8.02,169.0,36,false,,,activities/16310591842.fit.gz,,,2431.0,2431.0,8027.0,0.0,3.302,0.0,0.0,0.0,0.0,0.0,0.0,,,,,169.0,149.0,,,465.0,,,36.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.302,0.0,,,,,0.0,,,,,,,,,,,,""
15498961576,"Aug 18, 2025, 10:48:14 AM",Morning Walk,Walk,,159,0.21,102.0,0,false,,,activities/16551987256.fit.gz,,,159.0,159.0,218.0,2.88,1.371,0.0,5.7,648.0,654.8,0.0,-3.1,,,,,102.0,50.0,,,10.0,,,0.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.371,0.0,,,,,0.0,,,,,,,,,,,,""
15499266299,"Aug 18, 2025, 10:51:03 AM",Morning Run,Run,,1661,5.04,173.0,18,false,,,activities/16552309128.fit.gz,,,1661.0,1519.0,5046.7,6.467,3.322,10.7,47.4,603.5,649.0,5.0,-0.7,,,,,173.0,146.0,,,275.0,,,18.0,,,,,,,,,,,,,0.0,,1.0,4990.7,,,,,,,,,,,,,,,,,,,,,,,,,,,3.038,3005.2,,,,,0.0,,,,3.286,,,,,,,,""
15499614237,"Aug 18, 2025, 11:19:08 AM",Morning Walk,Walk,,1998,3.20,149.0,5,false,,,activities/16552676655.fit.gz,,,1998.0,1956.0,3201.4,4.27,1.637,43.6,0.0,611.6,655.4,6.1,1.4,,,,,149.0,109.0,,,172.0,,,5.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.602,2318.9,,,,,0.0,,,,,,,,,,,,""
15548485730,"Aug 21, 2025, 7:50:53 PM",Afternoon Run,Run,,2498,7.04,187.0,48,false,,,activities/16605547008.fit.gz,,,2498.0,2151.0,7039.8,8.56,3.273,34.7,47.9,603.1,649.0,6.8,-0.2,,,,,187.0,156.0,,,386.0,,,48.0,,,,,,,,,,,,,0.0,,1.0,7048.8,,,,,,,,,,,,,,,,,,,,,,,,,,,2.818,5091.6,,,,,0.0,,,,3.277,,,,,,,,""
15579976936,"Aug 25, 2025, 11:29:16 AM",Morning Run,Run,,2760,8.03,180.0,39,false,,,activities/16640184856.fit.gz,,,2760.0,2525.0,8033.4,5.66,3.182,48.0,45.3,603.5,649.0,7.9,0.0,,,,,180.0,149.0,,,461.0,,,39.0,,,,,,,,,,,,,0.0,,1.0,8075.3,,,,,,,,,,,,,,,,,,,,,,,,,,,2.911,5997.3,,,,,0.0,,,,3.198,,,,,,,,""
15738465686,"Sep 8, 2025, 10:32:38 AM",Morning Run,Run,,1752,5.04,164.0,12,false,,,activities/16811559078.fit.gz,,,1752.0,1567.0,5042.8,6.34,3.218,17.1,43.4,605.3,649.0,4.9,-0.5,,,,,164.0,141.0,,,277.0,,,12.0,,,,,,,,,,,,,0.0,,1.0,5006.6,,,,,,,,,,,,,,,,,,,,,,,,,,,2.878,4599.8,,,,,0.0,,,,3.195,,,,,,,,""
15859870043,"Aug 9, 2025, 8:27:23 PM",Afternoon Walk,Walk,,197,0.30,130.0,0,false,,,activities/16938385155.fit.gz,,,197.0,197.0,301.4,2.82,1.53,0.0,0.0,647.9,650.3,8.0,-0.5,,,,,130.0,116.0,,,17.0,,,0.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.53,0.0,,,,,0.0,,,,,,,,,,,,""
15859870077,"Jun 10, 2025, 9:14:13 PM",Evening Run,Run,,2234,6.09,175.0,15,false,,,activities/16938385167.fit.gz,,,2234.0,1151.0,6098.1,10.864,5.298,85.6,86.3,597.5,653.3,48.7,0.0,,,,,175.0,145.0,,,391.0,,,15.0,,,,,,,,,,,,,0.0,,1.0,6294.2,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.73,2883.9,,,,,0.0,,,,5.468,,,,,,,,""
15859870079,"Aug 9, 2025, 8:30:59 PM",Afternoon Run,Run,,2034,6.02,159.0,16,false,,,activities/16938385166.fit.gz,,,2034.0,1834.0,6022.0,10.096,3.284,21.4,48.4,603.2,649.0,5.0,-0.4,,,,,159.0,143.0,,,332.0,,,16.0,,,,,,,,,,,,,0.0,,1.0,5986.8,,,,,,,,,,,,,,,,,,,,,,,,,,,2.961,4973.3,,,,,0.0,,,,3.264,,,,,,,,""
15859870137,"Jun 10, 2025, 9:05:27 PM",Evening Walk,Walk,,515,0.05,102.0,0,false,,,activities/16938385192.fit.gz,,,515.0,86.0,58.7,0.54,0.683,0.0,0.0,652.5,655.0,0.0,-4.3,,,,,102.0,0.0,,,20.0,,,0.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.114,0.0,,,,,0.0,,,,,,,,,,,,""
15908109909,"Sep 23, 2025, 10:30:25 AM",Morning Run,Run,,2199,6.05,176.0,37,false,,,activities/16987982122.fit.gz,,,2199.0,1950.0,6054.4,6.68,3.105,20.0,47.6,603.7,649.0,4.0,-0.4,,,,,176.0,154.0,,,348.0,,,37.0,,,,,,,,,,,,,0.0,,1.0,6019.7,,,,,,,,,,,,,,,,,,,,,,,,,,,2.753,4468.0,,,,,0.0,,,,3.087,,,,,,,,""
15908355687,"Sep 23, 2025, 11:07:32 AM",Morning Walk,Walk,,1261,2.20,140.0,4,false,,,activities/16988232831.fit.gz,,,1261.0,1243.0,2201.4,3.187,1.771,33.1,0.0,622.1,655.3,6.4,1.5,,,,,140.0,126.0,,,103.0,,,4.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.746,1520.6,,,,,0.0,,,,,,,,,,,,""
15957590765,"Sep 27, 2025, 8:31:58 PM",Afternoon Run,Run,,2072,6.20,182.0,39,false,,,activities/17038608600.fit.gz,,,2072.0,1951.0,6202.5,7.127,3.179,21.5,47.9,603.2,649.0,5.2,-0.4,,,,,182.0,154.0,,,343.0,,,39.0,,,,,,,,,,,,,0.0,,1.0,6170.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.993,4925.7,,,,,0.0,,,,3.162,,,,,,,,""
16255307579,"Oct 25, 2025, 8:17:42 PM",Afternoon Run,Run,,1894,5.04,189.0,61,false,,,activities/17339674356.fit.gz,,,1894.0,1523.0,5039.3,7.107,3.309,10.3,47.2,603.7,649.0,3.9,-0.7,,,,,189.0,170.0,,,270.0,,,61.0,,,,,,,,,,,,,0.0,,1.0,4982.3,,,,,,,,,,,,,,,,,,,,,,,,,,,2.661,2261.4,,,,,0.0,,,,3.271,,,,,,,,""
